Strain_ID,Bioassay_ID,Host_ID,Host_Category,Host_Description,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original.score,score.classification,simplified.score,Genus,species
LK439,BID8895,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Dietzia,cinnamea
LK439,BID8896,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Dietzia,cinnamea
LK439,BID8897,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Dietzia,cinnamea
LK439,BID8898,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Dietzia,cinnamea
LK439,BID8899,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Dietzia,cinnamea
LK439,BID8900,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Dietzia,cinnamea
LK439,BID8901,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Dietzia,cinnamea
LK439,BID8902,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1,Dietzia,cinnamea
LK439,BID8903,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Dietzia,cinnamea
LK439,BID8904,p3-HID154,Human,Alar crease,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Dietzia,cinnamea
LK441,BID8977,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Staphylococcus aureus (MRSA) - PID40,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK441,BID8983,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Micrococcus luteus - PID19,yes,no,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK441,BID8985,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID9000,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8984,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Enterococcus faecalis - PID41,yes,no,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK441,BID8982,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Staphylococcus epidermidis - PID18,yes,no,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK441,BID8991,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Proteus vulgaris - PID24,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK441,BID8989,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Klebsiella oxytoca - PID21,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK441,BID8979,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK441,BID8993,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8990,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8987,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8986,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8978,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Bacillus cereus - PID30,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK441,BID8992,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8998,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Micrococcus,luteus
LK441,BID8999,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1,Micrococcus,luteus
LK441,BID8980,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8981,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8997,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK441,BID8996,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Candida sp. - PID36,yes,no,,,0,no inhibition,0,Micrococcus,luteus
LK441,BID8994,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK441,BID8995,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK441,BID8988,p3-HID157,Human,Back,Brain Heart Infusion,2020-08-11,2020-08-18,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK442,BID9025,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Klebsiella,pneumoniae
LK442,BID9026,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9027,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus subtilis - PID29,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Klebsiella,pneumoniae
LK442,BID9028,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Klebsiella,pneumoniae
LK442,BID9029,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9030,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus epidermidis - PID18,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Klebsiella,pneumoniae
LK442,BID9031,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9032,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9033,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9034,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9035,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9036,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9037,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9038,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9039,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9040,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9041,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9042,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9043,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Klebsiella,pneumoniae
LK442,BID9044,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9045,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9046,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1,Klebsiella,pneumoniae
LK442,BID9047,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Klebsiella,pneumoniae
LK442,BID9048,p3-HID123,Human,Nare,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Klebsiella,pneumoniae
LK443,BID9090,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK443,BID9080,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Enterococcus faecalis - PID41,yes,yes,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK443,BID9093,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Trichosporon asahii - PID56,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9092,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Candida sp. - PID36,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9089,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK443,BID9078,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Staphylococcus epidermidis - PID18,yes,no,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK443,BID9094,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Micrococcus,luteus
LK443,BID9086,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Citrobacter freundii - PID22,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK443,BID9084,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Enterobacter cloacae - PID17,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9087,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Proteus vulgaris - PID24,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9077,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Norcardia corynebacteroides - PID5,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK443,BID9095,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1,Micrococcus,luteus
LK443,BID9091,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK443,BID9085,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Klebsiella oxytoca - PID21,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9083,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Pseudomonas aeruginosa 27873 - PID25,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9088,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Serratia marcescens 8055 - PID31,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9076,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Mycobacterium smegmatis - PID1,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9096,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK443,BID9079,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Micrococcus luteus - PID19,yes,no,Pathogen contaminated,,-1,no data,-1,Micrococcus,luteus
LK443,BID9073,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Staphylococcus aureus (MRSA) - PID40,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9074,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK443,BID9081,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Escherichia coli - PID37,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9075,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK443,BID9082,p3-HID111,Human,Antecubital fossa,Brain Heart Infusion,2020-08-11,2020-08-18,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK444,BID9121,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9122,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9123,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9124,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1,Corynebacterium,amycolatum
LK444,BID9125,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9126,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9127,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9128,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9129,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9130,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9131,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9132,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9133,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9134,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9135,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9136,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9137,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9138,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Corynebacterium,amycolatum
LK444,BID9139,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9140,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK444,BID9141,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Trichosporon asahii - PID56,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1,Corynebacterium,amycolatum
LK444,BID9142,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1,Corynebacterium,amycolatum
LK444,BID9143,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Trichoderma sp. - PID44,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1,Corynebacterium,amycolatum
LK444,BID9144,p3-HID112,Human,Umbilicus,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Corynebacterium,amycolatum
LK445,BID9169,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9170,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Bacillus cereus - PID30,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Staphylococcus,epidermidis
LK445,BID9171,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Bacillus subtilis - PID29,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Staphylococcus,epidermidis
LK445,BID9172,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Staphylococcus,epidermidis
LK445,BID9173,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Norcardia corynebacteroides - PID5,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2,Staphylococcus,epidermidis
LK445,BID9174,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9175,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9176,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9177,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9178,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9179,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9180,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9181,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9182,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9183,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9184,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
LK445,BID9185,p3-HID134,Human,Volar forearm,Brain Heart Infusion,2020-02-03,2020-02-14,SAS,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0,Staphylococcus,epidermidis
