Bioassay_ID,Host_ID,Host_Category,Host_Description,Strain_ID,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original score,score classification,simplified score
BID14361,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14362,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14363,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14364,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14365,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14366,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14367,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID14368,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID14369,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID14370,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID14371,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14372,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID14373,p3-HID159,Human,Antecubital fossa,LK672,Brain Heart Infusion,2020-08-20,2020-08-27,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID14374,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID14375,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14376,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus subtilis - PID29,yes,yes,,,3,complete inhibition,2
BID14377,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0
BID14378,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID14379,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID14380,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Micrococcus luteus - PID19,yes,yes,,,3,complete inhibition,2
BID14381,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14382,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID14383,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14384,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14385,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14386,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14387,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14388,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14389,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14390,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14391,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2
BID14392,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID14393,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida sp. - PID36,yes,yes,,,2,zone of inhibition,1
BID14394,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID14395,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14396,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichoderma sp. - PID44,no,yes,,,-1,no data,-1
BID14397,p3-HID123,Human,Nare,LK673,Brain Heart Infusion,2020-08-20,2020-08-27,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID14398,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus aureus (MRSA) - PID40,yes,yes,,,2,zone of inhibition,1
BID14399,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14400,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID14401,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0
BID14402,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Norcardia corynebacteroides - PID5,yes,yes,,,2,zone of inhibition,1
BID14403,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus epidermidis - PID18,yes,yes,,,2,zone of inhibition,1
BID14404,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID14405,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14406,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Escherichia coli - PID37,yes,yes,,,2,zone of inhibition,1
BID14407,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14408,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14409,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14410,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14411,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14412,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14413,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14414,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14415,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2
BID14416,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2
BID14417,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Candida sp. - PID36,yes,yes,,,3,complete inhibition,2
BID14418,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Trichosporon asahii - PID56,yes,yes,,,2,zone of inhibition,1
BID14419,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14420,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Trichoderma sp. - PID44,yes,yes,,,3,complete inhibition,2
BID14421,p3-HID158,Human,Volar forearm,LK674,Brain Heart Infusion,2020-08-25,2020-09-01,,,Aspergillus flavus - PID14,yes,yes,,,3,complete inhibition,2
BID14422,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus aureus (MRSA) - PID40,yes,yes,,,2,zone of inhibition,1
BID14423,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14424,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1
BID14425,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Mycobacterium smegmatis - PID1,yes,yes,,,3,complete inhibition,2
BID14426,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Norcardia corynebacteroides - PID5,yes,yes,,,2,zone of inhibition,1
BID14427,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID14428,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID14429,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14430,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID14431,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14432,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14433,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14434,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14435,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14436,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14437,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14438,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Acinetobacter baumannii - PID42,yes,yes,,,2,zone of inhibition,1
BID14439,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2
BID14440,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2
BID14441,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Candida sp. - PID36,yes,yes,,,3,complete inhibition,2
BID14442,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Trichosporon asahii - PID56,yes,yes,,,2,zone of inhibition,1
BID14443,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14444,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Trichoderma sp. - PID44,yes,yes,,,3,complete inhibition,2
BID14445,p3-HID154,Human,Alar crease,LK675,Brain Heart Infusion,2020-08-25,2020-09-01,,,Aspergillus flavus - PID14,yes,yes,,,3,complete inhibition,2
BID14446,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID14447,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14448,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID14449,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0
BID14450,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID14451,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID14452,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Micrococcus luteus - PID19,yes,yes,,,2,zone of inhibition,1
BID14453,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14454,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID14455,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14456,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14457,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14458,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14459,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14460,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14461,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14462,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14463,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID14464,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID14465,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID14466,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID14467,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14468,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID14469,p3-HID154,Human,Alar crease,LK677,Brain Heart Infusion,2020-08-20,2020-08-27,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID14470,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID14471,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14472,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID14473,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0
BID14474,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID14475,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID14476,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID14477,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14478,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID14479,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14480,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14481,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14482,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID14483,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14484,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14485,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14486,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14487,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID14488,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID14489,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID14490,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID14491,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14492,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID14493,p3-HID154,Human,Alar crease,LK678,Brain Heart Infusion,2020-08-20,2020-08-27,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID14518,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus aureus (MRSA) - PID40,yes,yes,,,2,zone of inhibition,1
BID14519,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14520,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1
BID14521,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Mycobacterium smegmatis - PID1,yes,yes,,,3,complete inhibition,2
BID14522,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID14523,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID14524,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID14525,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID14526,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID14527,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID14528,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID14529,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID14530,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Klebsiella oxytoca - PID21,yes,yes,,,2,zone of inhibition,1
BID14531,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID14532,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID14533,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID14534,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID14535,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2
BID14536,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2
BID14537,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Candida sp. - PID36,yes,yes,,,3,complete inhibition,2
BID14538,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID14539,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID14540,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID14541,p3-HID109,Human,Back,LK680,Brain Heart Infusion,2020-08-20,2020-08-27,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID14542,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID14543,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID14544,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID14545,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0
BID14546,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Norcardia corynebacteroides - PID5,yes,yes,,,2,zone of inhibition,1
BID14547,p3-HID111,Human,Antecubital fossa,LK681,Brain Heart Infusion,2020-08-25,2020-09-01,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
