n	n:500	L50	min	N75	N50	N25	E-size	max	sum	name
517	517	134	1002	2145	3656	5843	4405	15887	1514722	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.17.fasta
272	272	56	1521	5504	9616	17422	13053	44809	1883306	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.18.fasta
193	193	45	1596	8471	13593	23627	16918	48482	1987532	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.19.fasta
488	488	135	1500	2920	4488	7045	5464	16894	1896298	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.2.fasta
336	336	95	1503	2859	4327	7267	5433	17319	1302367	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.20.fasta
181	181	26	1611	8109	19929	39294	26812	90076	1947532	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.21.fasta
256	256	64	1535	6044	9228	14973	11649	44459	1893135	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.22.fasta
26	26	6	3199	69164	112672	242491	129320	249578	1788936	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.23.fasta
67	67	15	1179	26804	43013	57721	42274	83365	1686411	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.24.fasta
85	85	17	1033	20020	35549	54154	45816	138754	1971154	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.25.fasta
217	217	28	1025	14351	32179	55725	38361	130099	2902406	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.26.fasta
351	351	70	991	4158	7888	12168	9755	48008	1759769	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.27.fasta
162	162	31	1832	14974	24061	44225	31145	94106	2510388	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.28.fasta
426	426	120	1002	1930	3055	4329	3521	13698	1075990	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.29.fasta
437	437	124	1616	3706	5599	8334	6912	32150	2115482	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.3.fasta
123	123	24	1266	15138	29057	51946	34136	79351	2256967	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.30.fasta
293	293	66	1036	3181	5757	9646	7249	29600	1241219	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.31.fasta
72	72	6	1153	32331	87870	215116	123876	308422	1873951	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.32.fasta
278	278	73	1520	4250	6359	10273	7692	34701	1415928	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.33.fasta
681	681	212	995	1397	1931	3022	2444	9737	1280275	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.34.fasta
192	192	50	1500	4442	7407	10765	7975	22176	1060101	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.35.fasta
696	696	232	994	1392	1880	2665	2221	8590	1262626	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.36.fasta
342	342	97	1000	1628	2477	4102	3219	12849	760712	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.37.fasta
375	375	94	1540	3958	6724	10736	8098	24690	2019461	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.4.fasta
269	269	63	1079	5307	8385	12903	10382	29837	1709970	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.5.fasta
299	299	66	1507	4046	7356	13246	9395	29684	1603690	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.6.fasta
79	79	15	1603	24111	45294	69037	54896	181340	2016669	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.7.fasta
82	82	17	1799	23404	40807	76357	51098	124977	2307362	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.8.fasta
82	82	13	1051	16791	30693	60979	39755	112878	1296530	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.9.fasta
14	14	2	11475	89868	317339	514115	289978	514115	1627252	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-91_S90_bin.1.fasta
580	580	141	1007	2244	3988	6301	4964	20175	1791177	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-91_S90_bin.2.fasta
446	446	113	1493	3337	5468	9159	6972	28236	2017947	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-91_S90_bin.4.fasta
270	270	57	1047	5902	11540	17622	12878	42079	1990689	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-91_S90_bin.5.fasta
112	112	25	1660	13146	19930	30716	26778	94290	1582146	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-92_S91_bin.1.fasta
51	51	12	2402	47015	81304	94978	80239	191607	2425243	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-92_S91_bin.2.fasta
27	27	5	2011	101693	206731	322434	194262	334616	2472433	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-92_S91_bin.3.fasta
643	643	171	997	2025	3161	5061	4442	32306	1784530	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-92_S91_bin.4.fasta
355	355	89	1506	3817	6050	9435	7837	32884	1751776	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.1.fasta
79	79	10	1025	23326	46230	90598	59466	140509	1571079	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.10.fasta
36	36	8	3657	56930	109409	141310	101750	202714	2156438	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.2.fasta
670	670	182	1504	2851	4407	7244	5776	36890	2586352	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.3.fasta
428	428	111	1505	3251	5063	8386	6991	36882	1882664	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.4.fasta
140	140	21	1525	14754	27001	47676	37712	117234	1988506	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.5.fasta
311	311	54	1508	6436	13068	22719	18316	78445	2511127	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.6.fasta
311	311	68	1506	4254	8026	13712	9496	29629	1752989	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.7.fasta
656	656	174	1500	2460	3975	6437	5263	23884	2299436	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.8.fasta
33	33	5	2286	112887	151606	338338	202313	399881	2493799	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-93_S92_bin.9.fasta
460	460	94	1000	4135	7519	11986	9392	46089	2271384	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-94_S93_bin.1.fasta
1062	1062	339	1001	1516	2059	3139	2529	9714	2123030	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-94_S93_bin.2.fasta
171	171	32	1586	10385	18419	34286	23523	82386	1980811	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-94_S93_bin.3.fasta
20	20	3	5184	162081	224540	630229	353225	630229	2464583	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-94_S93_bin.4.fasta
104	104	13	1079	32823	60659	100131	73470	163442	2644141	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.1.fasta
143	143	25	1556	12301	23014	36325	30152	100475	1934594	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.2.fasta
122	122	15	1027	11544	31382	58252	39809	134913	1667756	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.3.fasta
540	540	89	1006	4457	9786	16607	12224	47881	2961327	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.4.fasta
419	419	104	1501	2722	4829	8022	6102	21235	1637509	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.5.fasta
299	299	56	1519	4916	9021	18321	14295	52146	1956135	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-95_S94_bin.6.fasta
102	102	14	1317	14357	31599	68353	46796	134776	1684733	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.1.fasta
229	229	42	1515	7597	14240	23544	17693	58151	1989457	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.2.fasta
95	95	17	1690	22839	44306	75180	53630	143003	2343776	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.3.fasta
557	557	194	1501	1823	2383	3450	2822	7440	1341204	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.4.fasta
1335	1335	541	1000	1143	1325	1601	1512	9305	1816168	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.5.fasta
562	562	125	1002	3159	5154	8893	6937	29734	2171471	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-96_S95_bin.6.fasta
387	387	108	1502	3715	5629	8460	6735	24663	1848718	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.1.fasta
69	69	11	1901	31360	82812	115780	78747	165755	2392192	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.2.fasta
469	469	116	1509	3228	5201	8692	6776	26905	2029921	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.3.fasta
165	165	18	1068	9410	28638	57888	33830	81538	1824964	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.4.fasta
619	619	198	1491	1962	2753	4105	3543	21192	1660680	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.5.fasta
167	167	39	1725	9196	15349	22152	18323	72122	1779445	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.6.fasta
249	249	44	1508	6898	14904	21725	18535	72058	2145389	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-001_S96_bin.7.fasta
212	212	33	1500	9714	20148	44249	28166	80890	2406005	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.1.fasta
167	167	44	1716	4136	6605	10488	7755	21138	901705	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.10.fasta
326	326	79	1509	4076	6637	10258	8625	33004	1721973	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.11.fasta
634	634	177	1004	1606	2399	3917	3141	11166	1400812	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.12.fasta
878	878	311	1001	1317	1676	2307	1937	5541	1462039	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.13.fasta
129	129	25	1527	15555	30929	45053	32604	97693	2231942	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.2.fasta
296	296	74	1539	4677	8134	11694	9134	29526	1734203	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.3.fasta
505	505	122	1507	7030	10806	18624	13596	52521	4299194	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.4.fasta
707	707	195	1500	2821	4456	6932	5357	15959	2703129	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.5.fasta
296	296	49	1005	6393	12810	20506	15386	57759	2038068	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.6.fasta
974	974	250	1500	3721	6091	9366	7161	21471	4731861	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.7.fasta
54	54	9	2237	23801	56731	88765	65037	180628	1534699	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.8.fasta
266	266	41	1225	11039	24752	42286	28995	95731	3321692	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-002_S161_bin.9.fasta
13	13	2	8867	171031	608580	681987	424768	681987	2465120	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-004_S163_bin.1.fasta
32	32	5	3091	67884	96520	159139	132626	324631	1591200	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-004_S163_bin.2.fasta
254	254	60	1529	6261	10655	17895	12786	37179	2056326	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-004_S163_bin.3.fasta
426	426	107	1500	3330	5359	9097	6855	28529	1882824	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-004_S163_bin.4.fasta
196	196	33	1019	9569	17618	28312	20778	56250	1910925	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.1.fasta
27	27	6	4606	109157	141227	210781	162699	288530	2477613	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.2.fasta
900	900	265	1000	1631	2418	3690	2889	9636	1965200	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.3.fasta
166	166	35	1020	11127	19503	35567	24079	79874	2188960	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.4.fasta
80	80	14	1354	17196	29407	54916	44405	125077	1572633	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.5.fasta
98	98	12	1607	19427	43586	113273	70940	222405	2314211	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-005_S164_bin.6.fasta
18	18	4	1848	171368	245808	332981	266695	518086	2469287	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-006_S97_bin.1.fasta
154	154	37	1796	12690	18956	30275	25369	87538	2300080	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-006_S97_bin.2.fasta
71	71	14	2355	38601	54600	82822	63193	180414	2251374	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-006_S97_bin.3.fasta
58	58	10	1552	46178	80177	107583	76486	140155	2139181	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-006_S97_bin.4.fasta
65	65	12	2129	34912	61372	104877	78042	217216	2396072	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-007_S98_bin.1.fasta
513	513	151	1500	2139	3182	5290	4022	17553	1519433	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-007_S98_bin.2.fasta
531	531	152	1004	1708	2543	3947	3345	19802	1217434	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-007_S98_bin.4.fasta
544	544	125	1005	3188	5389	8986	6679	29510	2188415	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-007_S98_bin.5.fasta
289	289	59	1506	5841	10133	17300	15179	74006	2089388	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-008_S99_bin.1.fasta
48	48	8	1501	54951	99940	135992	133426	393240	2470243	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-008_S99_bin.2.fasta
252	252	49	1264	18294	29992	48803	37741	113987	4750188	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-008_S99_bin.3.fasta
44	44	6	2402	55776	99368	191900	216139	604273	2507494	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-009_S100_bin.1.fasta
189	189	39	1521	15791	25035	46734	33873	127825	3377168	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-009_S100_bin.2.fasta
341	341	57	1004	5708	12109	17996	14703	57225	2232767	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-009_S100_bin.3.fasta
92	92	15	1915	23446	43969	79869	61842	169708	2394996	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.1.fasta
59	59	10	1865	35731	84099	128978	92186	238393	2310347	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.10.fasta
49	49	8	1711	47796	98505	154556	134171	361603	2587269	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.12.fasta
191	191	34	1502	8582	16018	28323	21246	78975	1881419	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.13.fasta
81	81	20	1849	24817	35511	49090	40396	87854	2131870	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.2.fasta
82	82	16	2163	30382	54051	89851	65612	196708	2659383	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.3.fasta
105	105	20	1736	21854	42175	59466	41825	94545	2259081	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.4.fasta
28	28	7	5666	65395	91687	164092	113448	195854	1942307	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.5.fasta
235	235	47	1014	7134	12315	22182	15550	40784	1979765	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.6.fasta
30	30	6	2376	70613	117667	270095	152314	323471	2316868	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.7.fasta
350	350	95	1501	2820	4554	6791	5356	16956	1330819	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.8.fasta
73	73	12	2438	26960	45678	94235	61806	142163	2054311	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-010_S101_bin.9.fasta
474	474	128	1493	2640	4284	6725	5165	16664	1710462	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-011_S102_bin.1.fasta
817	817	273	996	1409	1952	2683	2184	5528	1500615	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-011_S102_bin.2.fasta
43	43	7	3887	58476	86189	168953	100124	201664	1807698	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-011_S102_bin.3.fasta
25	25	5	1233	128021	166617	302224	214283	433363	2439591	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-011_S102_bin.4.fasta
815	815	223	1002	1888	2952	4866	3733	14033	2095811	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-012_S103_bin.1.fasta
633	633	166	1001	2095	3325	5313	4164	15586	1778328	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-012_S103_bin.2.fasta
741	741	224	997	1567	2304	3554	2744	10822	1551003	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-012_S103_bin.3.fasta
10	10	2	9227	246722	451209	893866	507580	893866	2466897	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-012_S103_bin.4.fasta
711	711	171	1003	2208	3730	6302	4739	19879	2120307	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-012_S103_bin.5.fasta
549	549	181	1492	2176	3079	4272	3506	10902	1580783	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-013_S104_bin.1.fasta
486	486	115	1494	3303	5470	9254	7650	42118	2141800	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.10.fasta
681	681	171	1001	2058	3404	5527	4372	18293	1915954	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.11.fasta
87	87	17	1075	13890	28869	42295	28231	55814	1307358	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.2.fasta
155	155	21	1001	18637	35708	55305	41127	116954	2299181	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.3.fasta
156	156	36	1188	8288	13649	21956	16630	51006	1572491	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.4.fasta
137	137	23	1543	15005	26990	54250	34068	87504	2174620	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.5.fasta
528	528	171	1486	2287	3160	4575	3725	10680	1587436	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.6.fasta
56	56	4	1716	41747	148549	389233	208981	463387	2345888	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.7.fasta
710	710	170	995	2556	4397	6726	5480	18118	2419157	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.8.fasta
138	138	27	1568	9731	18927	34131	22837	66438	1635158	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-014_S105_bin.9.fasta
333	333	84	1505	5122	8239	12908	10430	45670	2202690	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-015_S106_bin.1.fasta
553	553	129	1001	3142	5457	8407	6522	23849	2190697	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-015_S106_bin.2.fasta
8	8	2	2589	339965	703321	883708	618030	883708	2473833	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-015_S106_bin.3.fasta
86	86	17	1528	27030	48598	60734	57462	177132	2356151	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-016_S107_bin.1.fasta
242	242	52	1233	8073	13985	22661	17095	49696	2371249	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-016_S107_bin.2.fasta
719	719	237	1001	1342	1839	2658	2197	7943	1282878	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-016_S107_bin.3.fasta
683	683	178	1001	2063	3295	5278	4223	16998	1906325	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-016_S107_bin.4.fasta
806	806	226	1001	1688	2698	4149	3238	12407	1873961	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-017_S108_bin.1.fasta
97	97	15	1190	24886	54640	96301	60013	133080	2451427	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-017_S108_bin.2.fasta
485	485	129	1500	2978	4676	7222	6204	26691	1958587	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-017_S108_bin.3.fasta
161	161	32	1143	11552	20519	35311	26105	83678	2263449	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.1.fasta
283	283	67	1537	4886	8501	14484	10212	27646	1820248	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.10.fasta
82	82	18	2013	41234	64118	118829	87041	299179	3714506	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.11.fasta
35	35	7	2158	57794	118791	167576	117236	225057	2132605	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.12.fasta
192	192	40	1645	11017	17889	28914	20996	60199	2245865	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.13.fasta
97	97	19	1590	20084	38269	62357	41263	82994	2130884	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.14.fasta
45	45	8	1066	50685	104214	157638	119647	298546	2410707	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.15.fasta
281	281	52	1586	21259	39770	65575	50702	217076	6647527	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.2.fasta
128	128	27	1771	16788	28241	41362	32330	71333	2351379	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.3.fasta
408	408	98	1505	4873	7964	13433	9804	33451	2528194	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.4.fasta
514	514	137	1504	2586	4252	6660	5420	22097	1860742	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.5.fasta
32	32	7	3889	58568	100231	174793	132182	349132	1982276	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.6.fasta
235	235	45	1041	4941	10197	16664	12322	36087	1526817	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.7.fasta
262	262	62	1004	3846	6290	10735	8536	34703	1297650	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.8.fasta
8	8	3	20646	232302	285809	570892	350237	570892	2083944	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-018_S109_bin.9.fasta
381	381	97	1490	3386	5418	8410	6819	28590	1674010	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-019_S110_bin.1.fasta
115	115	19	1522	19463	34744	57311	46260	146968	2290831	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-019_S110_bin.2.fasta
153	153	37	2120	8312	13603	20952	16861	57099	1609371	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-019_S110_bin.3.fasta
25	25	4	2165	89942	158277	377231	234915	400998	2329012	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-019_S110_bin.4.fasta
136	136	29	1557	12917	23192	39525	25840	54156	2023950	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-020_S111_bin.1.fasta
571	571	104	1002	3124	6814	11536	8708	33302	2424537	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-020_S111_bin.2.fasta
26	26	3	1406	100839	246723	692003	320947	692003	2527696	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-020_S111_bin.3.fasta
51	51	8	1958	43831	92170	154268	106240	218130	2223013	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-022_S113_bin.1.fasta
415	415	102	1512	3671	6282	9569	8283	37812	2085783	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-022_S113_bin.2.fasta
207	207	34	1509	10149	22617	36325	24653	78942	2374048	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-022_S113_bin.3.fasta
299	299	67	1529	5653	9974	15972	12797	57874	2157029	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-022_S113_bin.4.fasta
309	309	64	1526	5373	9943	17208	12284	46131	2065528	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-023_S114_bin.1.fasta
93	93	17	1662	22282	47660	76280	53365	139798	2439613	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-023_S114_bin.2.fasta
56	56	11	2473	38603	60967	120426	81450	207135	2314686	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-023_S114_bin.3.fasta
595	595	136	1005	2142	3688	6677	5290	31087	1779150	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-024_S115_bin.1.fasta
33	33	8	4323	65841	97122	201818	120777	210824	2456776	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-024_S115_bin.2.fasta
889	889	269	1002	1505	2191	3293	2784	13975	1816467	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-024_S115_bin.3.fasta
793	793	247	1001	1472	2091	3186	2562	11418	1573098	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-024_S115_bin.4.fasta
505	505	147	1505	2638	3848	6044	4816	17350	1789044	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-025_S116_bin.1.fasta
53	53	10	1342	43114	78759	120814	98626	263642	2353671	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-025_S116_bin.2.fasta
135	135	23	1636	14543	28743	55914	44884	181818	2416596	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-025_S116_bin.3.fasta
374	374	67	1001	5316	10522	20691	14230	52823	2483448	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-027_S118_bin.1.fasta
753	753	229	993	1555	2279	3436	2672	6845	1563582	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-028_S119_bin.1.fasta
17	17	3	5589	76157	195401	514133	256698	514133	1586007	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-028_S119_bin.2.fasta
181	181	34	1154	9869	19123	29319	22367	60352	2053211	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-028_S119_bin.3.fasta
13	13	2	8961	126064	585355	690988	418343	690988	2442494	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-028_S119_bin.4.fasta
547	547	146	1003	1973	3138	5017	3889	16724	1448993	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-029_S120_bin.1.fasta
461	461	143	1495	2492	3383	5159	4356	16620	1507732	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-029_S120_bin.2.fasta
690	690	184	1002	1994	3246	5194	3936	14187	1866446	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-030_S121_bin.1.fasta
882	882	267	999	1400	1951	3173	2600	12228	1688373	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-030_S121_bin.3.fasta
