sample	MAG quality	CheckM2 - completeness	CheckM2 - contamination	N50 (abyss-fac)	Genome Size	Distinct tRNAs	Distinct rRNAs (max 3)	Potentially Novel Species	Potentially Novel and Not Matching SMGC or EPIC isolate	Matches EPIC isolate at >95.0% ANI and >20% Proportion Fragments Aligned	Matches SMGC at >95.0% ANI and >20% Proportion Fragments Aligned	GTDB R202	closest SMGC hit	closest SMGC hit - ANI	closest SMGC hit - Proportion Fragments Aligned	closest EPIC isolate hit	closest EPIC isolate hit - ANI	closest EPIC isolate hit - Proportion Fragments Aligned
LKMN002-3-46_S245_bin.1	medium	100.0	1.22	41020	6888671	22	0	False	False	False	False	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp005938045	SMGC_361	94.7904	0.8194895591647332	NA	0.0	0.0
LKMN002-3-49_S248_bin.3	medium	99.48	0.19	377467	2317901	17	1	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saccharolyticus	SMGC_286	99.876	0.9191655801825294	LK1136	81.4346	0.6805736636245111
LKMN002-3-51_S250_bin.4	high	99.93	0.04	131484	2169705	22	3	False	False	True	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium mucifaciens	SMGC_182	97.1438	0.8410689170182841	LK930	96.8747	0.8762306610407876
LKMN002-3-55_S254_bin.3	medium	95.9	0.4	36542	2430638	8	0	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis	SMGC_245	99.3857	0.9789750328515112	LK428	78.9542	0.392904073587385
LKMN002-3-55_S254_bin.4	medium	99.99	0.12	181607	2427801	23	0	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum_E	SMGC_305	96.0316	0.8657465495608532	LK1289	90.1397	0.835633626097867
LKMN002-3-56_S255_bin.4	medium	96.04	0.48	45168	2206415	20	0	True	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_304	97.7208	0.9242857142857143	NA	0.0	0.0
LKMN002-3-59_S258_bin.4	medium	72.69	3.9	10356	1852199	13	0	False	False	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp000478175	SMGC_84	94.4796	0.9317269076305221	LK948	93.4581	0.9357429718875502
LKMN002-3-60_S259_bin.3	low	90.17	0.68	7324	2380212	19	0	True	True	False	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__	SMGC_567	79.3499	0.23344947735191637	NA	0.0	0.0
LKMN002-3-62_S261_bin.2	low	78.65	9.85	4851	1857499	6	0	False	False	False	False	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	SMGC_383	94.957	0.9346590909090909	NA	0.0	0.0
LKMN002-3-64_S263_bin.2	medium	95.78	0.44	97013	2003788	22	0	True	True	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_197	83.9169	0.819620253164557	LK1348	84.1298	0.8481012658227848
LKMN002-3-64_S263_bin.6	medium	79.49	5.12	19530	1989708	13	0	False	False	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp014490595	SMGC_76	85.1859	0.8027210884353742	LK930	84.21	0.7465986394557823
LKMN002-3-64_S263_bin.7	medium	84.72	0.26	19809	1822104	16	0	True	True	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_271	81.3116	0.7034990791896869	LK930	80.6139	0.6777163904235728
LKMN002-3-65_S264_bin.2	medium	99.98	0.08	107724	2360987	20	1	True	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_271	96.6685	0.8502604166666666	LK930	85.2809	0.7630208333333334
LKMN002-3-71_S270_bin.2	low	84.51	1.14	4414	2659908	18	0	False	False	False	True	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A cinereus	SMGC_170	96.9594	0.8806584362139918	NA	0.0	0.0
LKMN002-3-73_S272_bin.5	medium	95.47	0.28	111616	1734775	14	1	False	False	False	True	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900541365	SMGC_15	98.1241	0.8659611992945326	NA	0.0	0.0
LKMN002-3-74_S273_bin.3	medium	92.28	1.79	32784	2644908	4	0	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus caprae	SMGC_236	98.1894	0.8956521739130435	LK1255	84.3768	0.7329192546583851
LKMN002-3-75_S274_bin.1	medium	99.95	0.0	98875	3248904	21	0	True	True	False	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	NA	0.0	0.0	NA	0.0	0.0
LKMN002-3-76_S275_bin.3	medium	86.09	0.23	28592	1573067	12	0	True	False	False	True	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	SMGC_330	98.2516	0.7971311475409836	NA	0.0	0.0
LKMN002-3-76_S275_bin.4	medium	99.59	1.42	19092	1718656	14	0	False	False	False	True	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacydonensis	SMGC_31	98.8347	0.8646464646464647	NA	0.0	0.0
LKMN002-3-79_S278_bin.1	medium	89.61	2.36	10438	2909678	21	0	False	False	True	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris	SMGC_326	88.4735	0.7515762925598991	LK1045	98.5415	0.8600252206809584
LKMN002-3-82_S281_bin.10	low	83.78	1.26	5026	1558913	12	3	True	True	False	False	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__SFFI01;s__	NA	0.0	0.0	NA	0.0	0.0
LKMN002-3-82_S281_bin.13	medium	83.8	1.57	16757	1767932	20	0	True	True	False	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__	SMGC_188	94.9429	0.10721649484536082	NA	0.0	0.0
LKMN002-3-82_S281_bin.18	medium	95.92	0.22	99257	2187231	20	0	False	False	False	True	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__SFGY01;s__SFGY01 sp004556455	SMGC_430	97.4657	0.5203938115330521	NA	0.0	0.0
LKMN002-3-82_S281_bin.3	medium	67.59	0.02	162871	1179308	21	0	True	True	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__	SMGC_319	78.5922	0.20844327176781002	NA	0.0	0.0
LKMN002-3-82_S281_bin.8	medium	95.7	0.48	285607	1768221	21	1	True	True	False	False	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__SFFI01;s__	NA	0.0	0.0	NA	0.0	0.0
LKMN002-3-83_S282_bin.3	medium	100.0	0.26	138623	2504115	24	1	True	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__	SMGC_34	97.5506	0.8771289537712895	NA	0.0	0.0
LKMN002-3-83_S282_bin.5	medium	99.96	0.36	109359	2751089	23	1	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium minutissimum_B	SMGC_601	97.243	0.23825503355704697	LK948	79.902	0.3344519015659955
LKMN002-3-84_S283_bin.3	medium	99.97	0.03	214627	2473515	22	0	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kroppenstedtii_B	SMGC_323	99.9817	0.9876695437731196	NA	0.0	0.0
LKMN002-3-84_S283_bin.6	high	99.86	0.31	322642	1618268	22	3	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis_A	SMGC_218	99.8791	0.947069943289225	NA	0.0	0.0
LKMN002-3-90_S289_bin.3	medium	95.59	2.83	14792	2878365	19	0	False	False	True	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria palustris	SMGC_66	98.0878	0.8740157480314961	LK1246	97.8697	0.7992125984251969
LKMN002-3-90_S289_bin.4	medium	86.59	0.22	23029	1709498	16	0	True	True	False	False	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	SMGC_603	81.5031	0.2222222222222222	NA	0.0	0.0
LKMN002-3-90_S289_bin.7	medium	99.8	0.05	85867	2295900	22	0	True	True	False	False	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_271	93.6203	0.8246318607764391	LK930	85.2652	0.7670682730923695
LKMN002-3-91_S290_bin.1	medium	98.06	0.4	114875	1933945	18	0	True	True	False	False	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Ignavigranum;s__	NA	0.0	0.0	NA	0.0	0.0
LKMN002-3-91_S290_bin.10	medium	83.27	2.61	14869	2299732	12	0	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium minutissimum	SMGC_85	97.8379	0.901689708141321	LK1134	78.4895	0.36098310291858676
LKMN002-3-91_S290_bin.5	medium	100.0	0.81	28164	1374304	7	0	True	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Eremococcus;s__	SMGC_437	98.6214	0.9432624113475178	NA	0.0	0.0
LKMN002-3-91_S290_bin.7	medium	91.42	1.44	19827	2261750	12	0	False	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001815935	SMGC_142	99.6439	0.9504504504504504	LK1289	78.6176	0.33783783783783783
LKMN002-3-91_S290_bin.8	medium	91.46	0.97	32238	2151093	10	1	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	SMGC_243	96.8779	0.9342301943198804	LK417	80.7689	0.6083707025411061
LKMN002-3-91_S290_bin.9	medium	93.44	0.17	46906	1976461	20	0	True	False	False	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SMGC_387	96.6684	0.2957074721780604	LK930	82.1438	0.6788553259141494
LKMN002-3-94_S293_bin.1	medium	99.98	0.05	43049	2176350	22	3	False	False	False	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	SMGC_442	91.846	0.5838323353293413	NA	0.0	0.0
LKMN002-3-94_S293_bin.10	medium	100.0	0.4	99459	6112319	23	0	False	False	False	False	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa_A	SMGC_118	93.8359	0.8810483870967742	NA	0.0	0.0
LKMN002-3-94_S293_bin.2	low	85.62	0.74	4238	4561860	15	1	False	False	False	False	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii	NA	0.0	0.0	NA	0.0	0.0
LKMN002-3-94_S293_bin.3	medium	100.0	0.06	170984	1984086	18	2	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	SMGC_483	99.5338	0.5837173579109063	NA	0.0	0.0
LKMN002-3-94_S293_bin.5	medium	93.49	0.17	13785	1933721	5	0	False	False	False	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	SMGC_365	99.0354	0.8619402985074627	NA	0.0	0.0
LKMN002-3-94_S293_bin.6	medium	100.0	0.21	191669	4417897	21	0	False	False	False	False	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	SMGC_258	78.902	0.25570145127850724	NA	0.0	0.0
LKMN002-3-94_S293_bin.8	medium	99.99	0.0	23761	4968513	16	0	False	False	False	False	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A paranthracis	SMGC_67	91.6772	0.7686715135492399	NA	0.0	0.0
LKMN002-3-94_S293_bin.9	medium	100.0	0.01	132556	4536435	22	1	False	False	True	True	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	SMGC_340	96.8049	0.8517520215633423	LK1157	96.8454	0.8807277628032345
LKMN002-3-95_S294_bin.1	medium	99.99	0.27	36734	2386195	22	0	False	False	True	True	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	SMGC_221	97.1173	0.6339165545087483	LK1099	97.8493	0.8209959623149394
LKMN002-3-95_S294_bin.2	medium	99.98	0.03	88993	2413775	13	1	False	False	True	True	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	SMGC_241	98.311	0.9542566709021602	LK460	99.6004	0.9618805590851334
LKMN002-3-95_S294_bin.5	medium	100.0	0.07	58912	3387255	20	1	False	False	False	True	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii	SMGC_53	96.3667	0.7683150183150184	NA	0.0	0.0
LKMN002-3-95_S294_bin.6	medium	99.99	0.01	468211	1847042	18	0	False	False	False	False	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	SMGC_541	94.572	0.6111111111111112	NA	0.0	0.0
