Source_Name,Strain_ID,Other_ID,Host_ID,Host_Category,Location,bioassay completed(Y/N),included in bioassay analysis (Y/N),genome sequenced (Y/N),genome dereplicated,Genus,species,Taxonomy_Notes,,Initial_Isolation_Date,Isolation_Method,Isolation_Media,Pure_Culture_Media,Isolation_Notes,Analysis_Type,spacer_2,Cryo_Storage_Date,Cryo_Storage_Type,Cryo_Storage_Creator,Freezer_Number,Rack_Number,Box_Number,Vial_Position,Storage_Notes,spacer_1,PMID,DOI,Notes,Record_Date,Record_Creator
Skin Microbiome Study,LK1279,p3-SID1799,KHID149,Healthy Skin,Antecubital fossa,Y,Y,Y,Y,Pseudoclavibacter,alba,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,69,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK570,p3-SID696,KHID43,Healthy Skin,Nares,Y,Y,Y,Y,Raoultella,ornithinolytica,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,8,8,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK860,p3-SID1223,KHID117,Healthy Skin,Antecubital fossa,Y,Y,N,N,Rhodocococcus,,,,2019-09-19,10^0,B,BHI+Tween,,,,2019-10-28,,SAS,,,11,55,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1081,p3-SID1645,KHID137,Healthy Skin,Nares,Y,Y,N,N,Rothia,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,14,33,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1083,p3-SID1654,KHID137,Healthy Skin,Nares,Y,Y,N,N,Rothia,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,14,35,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1086,p3-SID1566,KHID140,Healthy Skin,Volar forearm,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,14,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1244,p3-SID1678,KHID136,Healthy Skin,Alar crease,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,34,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1259,p3-SID1735,KHID138,Healthy Skin,Occiput,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1263,p3-SID1741,KHID138,Healthy Skin,Occiput,Y,Y,Y,Y,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1282,p3-SID1811,KHID137,Healthy Skin,Nares,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1285,p3-SID1829,KHID138,Healthy Skin,Occiput,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1287,p3-SID1817,KHID137,Healthy Skin,Nares,Y,Y,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,77,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1112,p3-SID1597,KHID151,Healthy Skin,Toe web space,Y,Y,Y,Y,Rothia,massiliensis,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,14,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK875,p3-SID1240,KHID103,Healthy Skin,Toe web space,Y,Y,N,N,Sphingobacterium,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK421,p3-SID743,KHID33,Healthy Skin,Toe web space,Y,Y,Y,Y,Sphingobacterium,daejeonense,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,21,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK485,p3-SID741,KHID33,Healthy Skin,Toe web space,Y,Y,Y,Y,Sphingobacterium,hotanense,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,7,4,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1003,p3-SID1426,KHID132,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,36,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1219,p3-SID1758,KHID158,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,16,9,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1253,p3-SID1728,KHID158,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,43,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1254,p3-SID1729,KHID158,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1265,p3-SID1760,KHID158,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,55,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1341,p3-SID985,KHID85,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1342,p3-SID1177,KHID91,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,51,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1373,p3-SID603,KHID58,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,,,2019-07-26,10^-1,BT,BHI + Tween,,,,2020-03-05,,SAS,,,18,1,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK403,p3-SID894,KHID68,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BL,BHI,,,,2019-08-01,,IKL,,,6,3,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK407,p3-SID898,KHID65,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-08-01,,IKL,,,6,7,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK435,p3-SID880,KHID48,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BH,BHI,,,,2019-08-01,,IKL,,,6,35,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK436,p3-SID876,KHID28,Healthy Skin,Occiput,Y,Y,N,N,staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-3,BH,BHI,,,,2019-08-01,,IKL,,,6,36,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK449,p3-SID832,KHID76,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK452,p3-SID681,KHID61,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK456,p3-SID725,KHID34,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK457,p3-SID724,KHID34,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,57,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK473,p3-SID860,KHID47,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BL,BHI,,,,2019-08-01,,IKL,,,6,73,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK480,p3-SID679,KHID61,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK486,p3-SID739,KHID33,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,7,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK490,p3-SID759,KHID42,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,7,9,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK496,p3-SID699,KHID26,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,15,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK497,p3-SID700,KHID26,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,16,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK503,p3-SID718,KHID44,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK504,p3-SID639,KHID52,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK507,p3-SID636,KHID52,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,26,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK515,p3-SID730,KHID30,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,34,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK516,p3-SID731,KHID30,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,35,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK528,p3-SID646,KHID32,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-2,BL,BHI,,,,2019-08-06,,IKL,,,7,47,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK529,p3-SID647,KHID32,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-2,BL,BHI,,,,2019-08-06,,IKL,,,7,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK530,p3-SID744,KHID41,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK531,p3-SID649,KHID72,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK535,p3-SID671,KHID60,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,54,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK543,p3-SID662,KHID50,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,62,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK544,p3-SID661,KHID50,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK547,p3-SID645,KHID49,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-2,BH,BHI,,,,2019-08-06,,IKL,,,7,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK548,p3-SID644,KHID49,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-2,BL,BHI,,,,2019-08-06,,IKL,,,7,67,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK549,p3-SID643,KHID49,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-2,BL,BHI,,,,2019-08-06,,IKL,,,7,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK550,p3-SID642,KHID59,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,69,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK551,p3-SID641,KHID59,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK555,p3-SID717,KHID37,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK556,p3-SID716,KHID26,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK560,p3-SID672,KHID63,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,79,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK571,p3-SID850,KHID79,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,8,9,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK574,p3-SID648,KHID72,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,8,12,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK580,p3-SID652,KHID68,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,8,18,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK594,p3-SID883,KHID45,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^0,BL,BHI,,,,2019-08-29,,IKL,,,8,32,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK596,p3-SID589,KHID55,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-29,,IKL,,,8,34,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK600,p3-SID815,KHID79,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK601,p3-SID816,KHID79,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK606,p3-SID779,KHID77,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-29,,IKL,,,8,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK615,p3-SID774,KHID77,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK616,p3-SID840,KHID78,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,54,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK620,p3-SID666,KHID60,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,58,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK623,p3-SID626,KHID70,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-29,,IKL,,,8,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK625,p3-SID789,KHID74,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK626,p3-SID583,KHID67,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-29,,IKL,,,8,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK635,p3-SID862,KHID42,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BH,BHI,,,,2019-08-29,,IKL,,,8,73,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK636,p3-SID854,KHID47,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BH,BHI,,,,2019-08-29,,IKL,,,8,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK637,p3-SID853,KHID79,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BT,BHI,,,,2019-08-29,,IKL,,,8,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK657,p3-SID738,KHID41,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,14,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK659,p3-SID707,KHID29,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,16,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK665,p3-SID737,KHID41,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK673,p3-SID705,KHID43,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,30,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK674,p3-SID769,KHID78,Healthy Skin,Volar forearm,Y,Y,N,N,Staphylococcus,,,,2019-07-29,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,31,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK677,p3-SID803,KHID74,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,34,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK684,p3-SID590,KHID51,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,41,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK685,p3-SID591,KHID51,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,42,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK686,p3-SID592,KHID51,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,43,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK688,p3-SID874,KHID56,Healthy Skin,Umbilicus,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-08-12,,IKL,,,9,45,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK690,p3-SID694,KHID29,Healthy Skin,Back,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-12,,IKL,,,9,47,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK691,p3-SID756,KHID31,Healthy Skin,Antecubital fossa,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK693,p3-SID758,KHID42,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK834,p3-SID1127,KHID105,Healthy Skin,Nares,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,29,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK835,p3-SID1218,KHID112,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,BT,BHI,,,,2019-10-28,,SAS,,,11,30,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK837,p3-SID1210,KHID112,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,32,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK849,p3-SID1279,KHID91,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK853,p3-SID1283,KHID91,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK857,p3-SID1274,KHID88,Healthy Skin,Toe web space,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI+0.1%Tween 80,,,,2019-10-28,,SAS,,,11,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK861,p3-SID1280,KHID91,Healthy Skin,Occiput,Y,Y,N,N,Staphylococcus,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK893,p3-SID796,KHID74,Healthy Skin,Alar crease,Y,Y,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BH,BHI,,,,2019-11-15,,IKL,,,12,7,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK524,p3-SID654,KHID67,Healthy Skin,Nares,Y,Y,Y,Y,Staphylococcus,aureus,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,43,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1255,p3-SID1731,KHID158,Healthy Skin,Umbilicus,Y,Y,Y,Y,Staphylococcus,capitis,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,45,,,,,,2020-05-18 08:30,Shelby Sandstrom
