group	sample	bgc	gcf	dist
EPIC	LK639	LK639_44.region001.gbk	245024	837
EPIC	LK639	LK639_27.region001.gbk	244878	1321
SMGC	SMGC_61	SMGC_61.c00138_NODE_16...region001.gbk	245648	774
SMGC	SMGC_61	SMGC_61.c00040_NODE_93...region001.gbk	244878	884
SMGC	SMGC_61	SMGC_61.c00002_NODE_7_...region001.gbk	244878	1154
SMGC	SMGC_61	SMGC_61.c00069_NODE_20...region001.gbk	246216	1450
SMGC	SMGC_61	SMGC_61.c00012_NODE_26...region001.gbk	244878	1059
SMGC	SMGC_61	SMGC_61.c00120_NODE_91...region001.gbk	245560	909
SMGC	SMGC_61	SMGC_61.c00118_NODE_89...region001.gbk	247890	1128
SMGC	SMGC_61	SMGC_61.c00045_NODE_10...region001.gbk	244878	1527
SMGC	SMGC_61	SMGC_61.c00085_NODE_30...region001.gbk	246125	1146
SMGC	SMGC_61	SMGC_61.c00037_NODE_85...region001.gbk	245666	1340
SMGC	SMGC_61	SMGC_61.c00075_NODE_24...region001.gbk	245560	1267
SMGC	SMGC_61	SMGC_61.c00011_NODE_24...region001.gbk	244878	1589
SMGC	SMGC_61	SMGC_61.c00009_NODE_22...region001.gbk	246805	1114
SMGC	SMGC_61	SMGC_61.c00006_NODE_19...region001.gbk	245110	783
SMGC	SMGC_61	SMGC_61.c00058_NODE_14...region001.gbk	245671	1774
SMGC	SMGC_61	SMGC_61.c00061_NODE_14...region001.gbk	245312	1417
SMGC	SMGC_61	SMGC_61.c00028_NODE_52...region001.gbk	247890	1610
SMGC	SMGC_61	SMGC_61.c00060_NODE_14...region001.gbk	247211	1145
SMGC	SMGC_61	SMGC_61.c00016_NODE_31...region001.gbk	245024	1061
SMGC	SMGC_61	SMGC_61.c00051_NODE_12...region001.gbk	247403	1308
SMGC	SMGC_61	SMGC_61.c00023_NODE_44...region001.gbk	246125	1304
SMGC	SMGC_61	SMGC_61.c00003_NODE_14...region001.gbk	245103	888
EPIC	LK1306	LK1306_16.region001.gbk	247890	981
EPIC	LK1306	LK1306_5.region001.gbk	244878	961
EPIC	LK1306	LK1306_52.region001.gbk	246216	1152
EPIC	LK1306	LK1306_54.region001.gbk	246695	843
EPIC	LK1306	LK1306_1.region001.gbk	244878	787
EPIC	LK1306	LK1306_24.region001.gbk	245560	1500
EPIC	LK538	LK538_25.region001.gbk	244878	911
EPIC	LK538	LK538_6.region001.gbk	246216	1347
EPIC	LK538	LK538_1.region001.gbk	245560	1079
EPIC	LK538	LK538_1.region002.gbk	244878	1549
EPIC	LK1008	LK1008_15.region001.gbk	247890	1037
EPIC	LK1008	LK1008_1.region001.gbk	244878	1074
EPIC	LK1008	LK1008_54.region001.gbk	245560	1195
EPIC	LK1008	LK1008_40.region001.gbk	244878	787
EPIC	LK1008	LK1008_34.region001.gbk	246216	1243
EPIC	LK1106	LK1106_20.region001.gbk	244878	928
EPIC	LK1106	LK1106_9.region001.gbk	247890	913
EPIC	LK1106	LK1106_2.region001.gbk	244878	981
EPIC	LK1106	LK1106_1.region001.gbk	246216	1428
EPIC	LK1106	LK1106_28.region001.gbk	246695	877
EPIC	LK1106	LK1106_24.region001.gbk	245560	1500
SMGC	SMGC_603	SMGC_603.c00003_NODE_72...region001.gbk	245560	1037
SMGC	SMGC_246	SMGC_246.c00013_NODE_13...region001.gbk	244878	1089
SMGC	SMGC_246	SMGC_246.c00010_NODE_10...region001.gbk	244878	1055
SMGC	SMGC_246	SMGC_246.c00011_NODE_11...region001.gbk	244878	1119
SMGC	SMGC_246	SMGC_246.c00007_NODE_7_...region001.gbk	244878	1722
SMGC	SMGC_246	SMGC_246.c00001_NODE_1_...region001.gbk	245666	1810
SMGC	SMGC_435	SMGC_435.c00170_NODE_37...region001.gbk	244878	517
EPIC	LK1090	LK1090_43.region001.gbk	247890	913
EPIC	LK1090	LK1090_27.region001.gbk	244878	928
EPIC	LK1090	LK1090_50.region001.gbk	246695	880
EPIC	LK1090	LK1090_1.region001.gbk	244878	787
EPIC	LK1090	LK1090_30.region001.gbk	246216	1104
EPIC	LK1090	LK1090_22.region001.gbk	245560	1500
SMGC	SMGC_348	SMGC_348.c00081_NODE_82...region001.gbk	246515	820
EPIC	LK485	LK485_106.region001.gbk	245560	508
EPIC	LK485	LK485_76.region001.gbk	245560	506
EPIC	LK485	LK485_67.region001.gbk	245560	889
EPIC	LK485	LK485_18.region001.gbk	246216	817
EPIC	LK485	LK485_34.region001.gbk	244878	1050
EPIC	LK485	LK485_21.region001.gbk	246473	1190
SMGC	SMGC_532	SMGC_532.c00067_NODE_66...region001.gbk	244878	759
SMGC	SMGC_532	SMGC_532.c00033_NODE_25...region001.gbk	244878	481
SMGC	SMGC_532	SMGC_532.c00004_NODE_27...region001.gbk	244878	1130
SMGC	SMGC_532	SMGC_532.c00009_NODE_54...region001.gbk	244878	1401
SMGC	SMGC_85	SMGC_85.c00003_NODE_3_...region001.gbk	246216	1059
SMGC	SMGC_85	SMGC_85.c00012_NODE_12...region001.gbk	245560	946
SMGC	SMGC_85	SMGC_85.c00015_NODE_15...region001.gbk	245024	897
SMGC	SMGC_152	SMGC_152.c00013_NODE_38...region001.gbk	244878	1028
SMGC	SMGC_152	SMGC_152.c00012_NODE_36...region001.gbk	244878	676
SMGC	SMGC_152	SMGC_152.c00011_NODE_33...region001.gbk	245560	1462
SMGC	SMGC_152	SMGC_152.c00003_NODE_12...region001.gbk	246219	819
SMGC	SMGC_394	SMGC_394.c01002_NODE_61...region001.gbk	245560	488
SMGC	SMGC_394	SMGC_394.c00998_NODE_60...region001.gbk	244878	593
SMGC	SMGC_394	SMGC_394.c00807_NODE_47...region001.gbk	244878	453
SMGC	SMGC_394	SMGC_394.c00771_NODE_45...region001.gbk	249011	990
SMGC	SMGC_394	SMGC_394.c00631_NODE_37...region001.gbk	245560	493
SMGC	SMGC_394	SMGC_394.c00617_NODE_36...region001.gbk	244878	593
SMGC	SMGC_394	SMGC_394.c00615_NODE_36...region001.gbk	244878	691
SMGC	SMGC_394	SMGC_394.c00600_NODE_35...region001.gbk	244878	587
SMGC	SMGC_394	SMGC_394.c00582_NODE_34...region001.gbk	244878	593
SMGC	SMGC_394	SMGC_394.c00435_NODE_27...region001.gbk	244878	498
SMGC	SMGC_394	SMGC_394.c00389_NODE_24...region001.gbk	245560	506
SMGC	SMGC_394	SMGC_394.c00382_NODE_24...region001.gbk	245560	504
SMGC	SMGC_394	SMGC_394.c00377_NODE_23...region001.gbk	245560	495
SMGC	SMGC_394	SMGC_394.c00349_NODE_22...region001.gbk	245560	502
SMGC	SMGC_394	SMGC_394.c00319_NODE_21...region001.gbk	245560	490
SMGC	SMGC_394	SMGC_394.c00306_NODE_21...region001.gbk	245560	552
SMGC	SMGC_394	SMGC_394.c00289_NODE_20...region001.gbk	244878	719
SMGC	SMGC_394	SMGC_394.c00265_NODE_19...region001.gbk	245560	504
SMGC	SMGC_394	SMGC_394.c00195_NODE_16...region001.gbk	244878	637
SMGC	SMGC_394	SMGC_394.c00153_NODE_14...region001.gbk	245560	522
SMGC	SMGC_394	SMGC_394.c00136_NODE_13...region001.gbk	245560	708
SMGC	SMGC_394	SMGC_394.c00127_NODE_13...region001.gbk	245560	523
SMGC	SMGC_394	SMGC_394.c00111_NODE_12...region001.gbk	244878	660
SMGC	SMGC_394	SMGC_394.c00098_NODE_12...region001.gbk	245676	832
SMGC	SMGC_394	SMGC_394.c00050_NODE_94...region001.gbk	245560	536
SMGC	SMGC_394	SMGC_394.c00028_NODE_73...region001.gbk	244878	1000
SMGC	SMGC_394	SMGC_394.c00008_NODE_48...region001.gbk	245560	695
SMGC	SMGC_525	SMGC_525.c00009_NODE_22...region001.gbk	246695	901
SMGC	SMGC_401	SMGC_401.c00337_NODE_11...region001.gbk	244878	722
SMGC	SMGC_136	SMGC_136.c00171_NODE_50...region001.gbk	244878	824
SMGC	SMGC_136	SMGC_136.c00112_NODE_40...region001.gbk	244878	903
SMGC	SMGC_263	SMGC_263.c00020_NODE_10...region001.gbk	244878	442
SMGC	SMGC_263	SMGC_263.c00002_NODE_3_...region001.gbk	244878	510
SMGC	SMGC_263	SMGC_263.c00006_NODE_8_...region001.gbk	246216	950
SMGC	SMGC_263	SMGC_263.c00002_NODE_3_...region002.gbk	245027	1061
SMGC	SMGC_189	SMGC_189.c01028_NODE_22...region001.gbk	245560	493
SMGC	SMGC_189	SMGC_189.c00910_NODE_19...region001.gbk	244878	592
SMGC	SMGC_189	SMGC_189.c00894_NODE_18...region001.gbk	244878	429
SMGC	SMGC_189	SMGC_189.c00852_NODE_17...region001.gbk	244878	692
SMGC	SMGC_189	SMGC_189.c00842_NODE_17...region001.gbk	244878	763
SMGC	SMGC_189	SMGC_189.c00737_NODE_14...region001.gbk	245560	505
SMGC	SMGC_189	SMGC_189.c00608_NODE_11...region001.gbk	245560	510
SMGC	SMGC_189	SMGC_189.c00584_NODE_11...region001.gbk	245648	759
SMGC	SMGC_189	SMGC_189.c00535_NODE_10...region001.gbk	245560	515
SMGC	SMGC_189	SMGC_189.c00427_NODE_79...region001.gbk	245560	598
SMGC	SMGC_189	SMGC_189.c00375_NODE_70...region001.gbk	244878	593
SMGC	SMGC_189	SMGC_189.c00331_NODE_62...region001.gbk	244878	593
SMGC	SMGC_189	SMGC_189.c00324_NODE_61...region001.gbk	245560	632
SMGC	SMGC_189	SMGC_189.c00182_NODE_34...region001.gbk	244878	799
SMGC	SMGC_189	SMGC_189.c00161_NODE_30...region001.gbk	245648	877
SMGC	SMGC_189	SMGC_189.c00160_NODE_30...region001.gbk	245560	576
SMGC	SMGC_189	SMGC_189.c00141_NODE_28...region001.gbk	245560	550
SMGC	SMGC_189	SMGC_189.c00085_NODE_17...region001.gbk	245560	507
SMGC	SMGC_189	SMGC_189.c00008_NODE_33...region001.gbk	245560	1017
SMGC	SMGC_189	SMGC_189.c00006_NODE_28...region001.gbk	246125	621
SMGC	SMGC_189	SMGC_189.c00001_NODE_18...region001.gbk	245272	1212
EPIC	LK1026	LK1026_22.region001.gbk	247890	981
EPIC	LK1026	LK1026_30.region001.gbk	244878	961
EPIC	LK1026	LK1026_3.region001.gbk	246216	1153
EPIC	LK1026	LK1026_12.region001.gbk	246695	1011
EPIC	LK1026	LK1026_7.region001.gbk	244878	787
EPIC	LK1026	LK1026_24.region001.gbk	245560	1500
EPIC	LK1198	LK1198_25.region001.gbk	244926	1048
EPIC	LK1198	LK1198_4.region001.gbk	244878	1234
EPIC	LK1198	LK1198_4.region002.gbk	244884	849
EPIC	LK1198	LK1198_3.region001.gbk	244902	693
EPIC	LK949	LK949_118.region001.gbk	244878	1012
EPIC	LK949	LK949_24.region001.gbk	244878	668
EPIC	LK949	LK949_56.region001.gbk	244878	1267
EPIC	LK949	LK949_6.region001.gbk	244878	629
EPIC	LK949	LK949_80.region001.gbk	246216	1057
EPIC	LK949	LK949_60.region001.gbk	246805	1265
EPIC	LK949	LK949_22.region001.gbk	245936	1735
EPIC	LK949	LK949_13.region001.gbk	245024	896
SMGC	SMGC_275	SMGC_275.c00002_NODE_14...region001.gbk	244878	505
SMGC	SMGC_275	SMGC_275.c00012_NODE_68...region001.gbk	245560	854
SMGC	SMGC_63	SMGC_63.c00216_NODE_29...region001.gbk	246216	1115
SMGC	SMGC_63	SMGC_63.c00211_NODE_29...region001.gbk	245560	497
SMGC	SMGC_63	SMGC_63.c00121_NODE_15...region001.gbk	244878	1003
SMGC	SMGC_63	SMGC_63.c00081_NODE_10...region001.gbk	245560	761
SMGC	SMGC_63	SMGC_63.c00036_NODE_55...region001.gbk	246697	1176
SMGC	SMGC_63	SMGC_63.c00014_NODE_32...region001.gbk	246695	982
SMGC	SMGC_13	SMGC_13.c00001_NODE_18...region001.gbk	246515	1000
SMGC	SMGC_369	SMGC_369.c00043_NODE_23...region001.gbk	244878	783
SMGC	SMGC_369	SMGC_369.c00005_NODE_17...region001.gbk	244878	853
SMGC	SMGC_369	SMGC_369.c00006_NODE_19...region001.gbk	246695	1043
SMGC	SMGC_102	SMGC_102.c00015_NODE_30...region001.gbk	244878	854
SMGC	SMGC_102	SMGC_102.c00012_NODE_18...region001.gbk	246216	1044
SMGC	SMGC_102	SMGC_102.c00026_NODE_64...region001.gbk	245656	1049
EPIC	LK1030	LK1030_9.region001.gbk	244878	1012
EPIC	LK1030	LK1030_12.region001.gbk	246216	1139
EPIC	LK1030	LK1030_4.region001.gbk	245560	1290
EPIC	LK1030	LK1030_17.region001.gbk	245027	1075
EPIC	LK1041	LK1041_3.region001.gbk	244878	1012
EPIC	LK1041	LK1041_8.region001.gbk	246216	1256
EPIC	LK1041	LK1041_4.region001.gbk	245560	1490
EPIC	LK1041	LK1041_17.region001.gbk	245027	1061
EPIC	LK1301	LK1301_58.region001.gbk	244878	827
EPIC	LK1301	LK1301_117.region001.gbk	244878	619
EPIC	LK1301	LK1301_27.region001.gbk	246216	1426
EPIC	LK1301	LK1301_47.region001.gbk	245560	1039
EPIC	LK1301	LK1301_5.region001.gbk	245560	1805
SMGC	SMGC_559	SMGC_559.c00899_NODE_72...region001.gbk	244878	593
SMGC	SMGC_559	SMGC_559.c00868_NODE_63...region001.gbk	244878	593
SMGC	SMGC_559	SMGC_559.c00748_NODE_40...region001.gbk	245560	484
SMGC	SMGC_559	SMGC_559.c00684_NODE_32...region001.gbk	245560	498
SMGC	SMGC_559	SMGC_559.c00591_NODE_25...region001.gbk	245560	499
SMGC	SMGC_559	SMGC_559.c00588_NODE_24...region001.gbk	245560	502
SMGC	SMGC_559	SMGC_559.c00540_NODE_21...region001.gbk	245086	1037
SMGC	SMGC_559	SMGC_559.c00509_NODE_19...region001.gbk	245560	515
SMGC	SMGC_559	SMGC_559.c00492_NODE_18...region001.gbk	244878	749
SMGC	SMGC_559	SMGC_559.c00460_NODE_16...region001.gbk	245560	513
SMGC	SMGC_559	SMGC_559.c00418_NODE_14...region001.gbk	244878	635
SMGC	SMGC_559	SMGC_559.c00409_NODE_14...region001.gbk	245560	522
SMGC	SMGC_559	SMGC_559.c00272_NODE_90...region001.gbk	245560	525
SMGC	SMGC_559	SMGC_559.c00234_NODE_77...region001.gbk	246125	524
SMGC	SMGC_559	SMGC_559.c00227_NODE_76...region001.gbk	244878	989
SMGC	SMGC_559	SMGC_559.c00192_NODE_67...region001.gbk	245560	543
SMGC	SMGC_559	SMGC_559.c00170_NODE_62...region001.gbk	245560	566
SMGC	SMGC_559	SMGC_559.c00141_NODE_54...region001.gbk	245560	758
SMGC	SMGC_559	SMGC_559.c00085_NODE_39...region001.gbk	245560	812
SMGC	SMGC_559	SMGC_559.c00054_NODE_31...region001.gbk	246216	1323
SMGC	SMGC_559	SMGC_559.c00040_NODE_26...region001.gbk	245560	1161
SMGC	SMGC_559	SMGC_559.c00018_NODE_21...region001.gbk	244878	788
SMGC	SMGC_125	SMGC_125.c00136_NODE_11...region001.gbk	246515	495
SMGC	SMGC_125	SMGC_125.c00029_NODE_23...region001.gbk	244878	571
SMGC	SMGC_223	SMGC_223.c00001_NODE_1_...region001.gbk	246216	1225
SMGC	SMGC_223	SMGC_223.c00006_NODE_6_...region001.gbk	245671	1360
SMGC	SMGC_223	SMGC_223.c00012_NODE_12...region001.gbk	244878	841
SMGC	SMGC_223	SMGC_223.c00007_NODE_7_...region001.gbk	246695	1053
SMGC	SMGC_223	SMGC_223.c00003_NODE_3_...region001.gbk	245560	1094
SMGC	SMGC_223	SMGC_223.c00022_NODE_22...region001.gbk	248249	1086
EPIC	LK1366	LK1366_10.region001.gbk	244878	1012
EPIC	LK1366	LK1366_5.region001.gbk	246216	1139
EPIC	LK1366	LK1366_4.region002.gbk	245560	1265
EPIC	LK1366	LK1366_4.region001.gbk	245027	1033
EPIC	LK1352	LK1352_43.region001.gbk	244878	1159
EPIC	LK1352	LK1352_12.region001.gbk	246216	1102
SMGC	SMGC_122	SMGC_122.c00004_NODE_6_...region001.gbk	246216	996
SMGC	SMGC_122	SMGC_122.c00008_NODE_44...region001.gbk	245560	1307
SMGC	SMGC_122	SMGC_122.c00004_NODE_6_...region002.gbk	245560	1215
SMGC	SMGC_122	SMGC_122.c00006_NODE_26...region001.gbk	245027	866
EPIC	LK942	LK942_3.region001.gbk	244878	1012
EPIC	LK942	LK942_20.region001.gbk	246216	1135
EPIC	LK942	LK942_2.region001.gbk	245560	1106
EPIC	LK942	LK942_2.region002.gbk	245027	1040
SMGC	SMGC_383	SMGC_383.c00027_NODE_16...region001.gbk	244878	1435
SMGC	SMGC_5	SMGC_5.c00016_NODE_83...region001.gbk	244878	1001
SMGC	SMGC_5	SMGC_5.c00024_NODE_95...region001.gbk	244878	820
SMGC	SMGC_618	SMGC_618.c00044_NODE_11...region001.gbk	244878	866
SMGC	SMGC_618	SMGC_618.c00022_NODE_49...region001.gbk	244878	793
SMGC	SMGC_618	SMGC_618.c00029_NODE_60...region001.gbk	244878	1109
SMGC	SMGC_618	SMGC_618.c00004_NODE_48...region001.gbk	245560	1004
SMGC	SMGC_618	SMGC_618.c00002_NODE_14...region001.gbk	244878	1722
SMGC	SMGC_403	SMGC_403.c00008_NODE_41...region001.gbk	245671	1763
EPIC	LK434	LK434_2.region001.gbk	246216	1389
EPIC	LK434	LK434_3.region001.gbk	245560	1351
EPIC	LK434	LK434_1.region001.gbk	244878	1631
EPIC	LK434	LK434_2.region002.gbk	245560	1578
SMGC	SMGC_431	SMGC_431.c00137_NODE_25...region001.gbk	244878	818
SMGC	SMGC_431	SMGC_431.c00024_NODE_16...region001.gbk	246216	916
SMGC	SMGC_431	SMGC_431.c00022_NODE_14...region001.gbk	245656	814
SMGC	SMGC_342	SMGC_342.c00031_NODE_50...region001.gbk	246216	1030
SMGC	SMGC_342	SMGC_342.c00057_NODE_84...region001.gbk	245560	811
SMGC	SMGC_342	SMGC_342.c00023_NODE_39...region001.gbk	245656	883
SMGC	SMGC_590	SMGC_590.c00656_NODE_79...region001.gbk	245560	529
SMGC	SMGC_590	SMGC_590.c00391_NODE_34...region001.gbk	245560	491
SMGC	SMGC_590	SMGC_590.c00226_NODE_18...region001.gbk	246216	746
SMGC	SMGC_590	SMGC_590.c00035_NODE_48...region001.gbk	245666	671
SMGC	SMGC_463	SMGC_463.c00367_NODE_11...region001.gbk	244878	694
SMGC	SMGC_557	SMGC_557.c00240_NODE_86...region001.gbk	244878	649
SMGC	SMGC_557	SMGC_557.c00192_NODE_61...region001.gbk	244878	577
SMGC	SMGC_557	SMGC_557.c00122_NODE_34...region001.gbk	244878	658
SMGC	SMGC_557	SMGC_557.c00046_NODE_14...region001.gbk	244878	1187
SMGC	SMGC_557	SMGC_557.c00028_NODE_88...region001.gbk	245272	1724
SMGC	SMGC_404	SMGC_404.c00387_NODE_49...region001.gbk	244878	585
SMGC	SMGC_404	SMGC_404.c00102_NODE_19...region001.gbk	244878	806
SMGC	SMGC_272	SMGC_272.c00003_NODE_12...region001.gbk	244878	921
SMGC	SMGC_272	SMGC_272.c00006_NODE_16...region001.gbk	245560	1401
SMGC	SMGC_272	SMGC_272.c00007_NODE_17...region001.gbk	245024	1168
SMGC	SMGC_481	SMGC_481.c00073_NODE_39...region001.gbk	244878	590
SMGC	SMGC_481	SMGC_481.c00005_NODE_70...region001.gbk	244878	821
SMGC	SMGC_481	SMGC_481.c00037_NODE_22...region001.gbk	244898	1144
SMGC	SMGC_481	SMGC_481.c00018_NODE_14...region001.gbk	244878	1047
SMGC	SMGC_481	SMGC_481.c00007_NODE_82...region001.gbk	244898	1188
SMGC	SMGC_381	SMGC_381.c00002_NODE_4_...region001.gbk	244878	556
SMGC	SMGC_381	SMGC_381.c00072_NODE_26...region001.gbk	244878	861
SMGC	SMGC_381	SMGC_381.c00020_NODE_15...region001.gbk	244878	1432
SMGC	SMGC_381	SMGC_381.c00036_NODE_60...region001.gbk	246515	1265
SMGC	SMGC_381	SMGC_381.c00005_NODE_37...region001.gbk	244878	1122
SMGC	SMGC_381	SMGC_381.c00035_NODE_57...region001.gbk	247672	1468
SMGC	SMGC_381	SMGC_381.c00007_NODE_41...region001.gbk	246125	1385
EPIC	LK1134	LK1134_11.region001.gbk	244878	887
EPIC	LK1134	LK1134_7.region001.gbk	246216	917
EPIC	LK1134	LK1134_5.region001.gbk	244878	1208
EPIC	LK1134	LK1134_7.region002.gbk	245560	1265
EPIC	LK1134	LK1134_6.region001.gbk	245027	1202
SMGC	SMGC_569	SMGC_569.c00002_NODE_52...region001.gbk	244878	449
SMGC	SMGC_569	SMGC_569.c00044_NODE_25...region001.gbk	244878	967
SMGC	SMGC_402	SMGC_402.c00024_NODE_13...region001.gbk	244878	1068
SMGC	SMGC_402	SMGC_402.c00007_NODE_36...region002.gbk	244878	799
SMGC	SMGC_402	SMGC_402.c00004_NODE_19...region002.gbk	244878	556
SMGC	SMGC_402	SMGC_402.c00014_NODE_67...region001.gbk	244878	1452
SMGC	SMGC_402	SMGC_402.c00007_NODE_36...region001.gbk	246216	1495
SMGC	SMGC_402	SMGC_402.c00004_NODE_19...region001.gbk	244878	1461
SMGC	SMGC_402	SMGC_402.c00020_NODE_91...region001.gbk	246695	1329
SMGC	SMGC_402	SMGC_402.c00028_NODE_14...region001.gbk	247890	1341
SMGC	SMGC_402	SMGC_402.c00027_NODE_14...region001.gbk	245560	1291
SMGC	SMGC_402	SMGC_402.c00001_NODE_7_...region001.gbk	245024	1053
SMGC	SMGC_402	SMGC_402.c00005_NODE_20...region001.gbk	246219	1672
SMGC	SMGC_402	SMGC_402.c00005_NODE_20...region002.gbk	245102	1336
SMGC	SMGC_402	SMGC_402.c00021_NODE_10...region001.gbk	246125	1293
EPIC	LK405	LK405_1.region001.gbk	244878	745
EPIC	LK405	LK405_2.region001.gbk	244878	1248
SMGC	SMGC_350	SMGC_350.c00042_NODE_25...region001.gbk	244878	322
SMGC	SMGC_597	SMGC_597.c00027_NODE_42...region001.gbk	244878	1346
SMGC	SMGC_597	SMGC_597.c00007_NODE_11...region001.gbk	246515	1130
SMGC	SMGC_597	SMGC_597.c00040_NODE_57...region001.gbk	245948	1094
SMGC	SMGC_597	SMGC_597.c00042_NODE_59...region001.gbk	244893	1496
SMGC	SMGC_597	SMGC_597.c00017_NODE_26...region001.gbk	246125	1473
SMGC	SMGC_597	SMGC_597.c00009_NODE_15...region001.gbk	245560	1282
SMGC	SMGC_597	SMGC_597.c00003_NODE_48...region001.gbk	246125	1263
SMGC	SMGC_323	SMGC_323.c00001_NODE_1_...region001.gbk	244878	1097
SMGC	SMGC_323	SMGC_323.c00008_NODE_22...region001.gbk	244878	1184
SMGC	SMGC_323	SMGC_323.c00006_NODE_8_...region001.gbk	245560	1311
SMGC	SMGC_323	SMGC_323.c00007_NODE_10...region001.gbk	246219	1239
SMGC	SMGC_294	SMGC_294.c00045_NODE_16...region001.gbk	244878	503
SMGC	SMGC_294	SMGC_294.c00009_NODE_10...region001.gbk	244878	922
SMGC	SMGC_294	SMGC_294.c00034_NODE_77...region001.gbk	245560	1000
SMGC	SMGC_294	SMGC_294.c00014_NODE_16...region001.gbk	245024	1181
SMGC	SMGC_171	SMGC_171.c00036_NODE_10...region001.gbk	244878	502
SMGC	SMGC_171	SMGC_171.c00002_NODE_2_...region001.gbk	244878	740
SMGC	SMGC_171	SMGC_171.c00007_NODE_17...region001.gbk	244878	1001
SMGC	SMGC_171	SMGC_171.c00006_NODE_16...region001.gbk	244878	898
SMGC	SMGC_171	SMGC_171.c00001_NODE_1_...region001.gbk	244878	1727
SMGC	SMGC_238	SMGC_238.c00009_NODE_9_...region001.gbk	244878	669
SMGC	SMGC_415	SMGC_415.c00287_NODE_56...region001.gbk	244878	615
SMGC	SMGC_176	SMGC_176.c00372_NODE_52...region001.gbk	246515	546
EPIC	LK402	LK402_26.region001.gbk	247890	913
EPIC	LK402	LK402_13.region001.gbk	244878	961
EPIC	LK402	LK402_10.region001.gbk	246695	989
EPIC	LK402	LK402_3.region001.gbk	244878	1013
EPIC	LK402	LK402_7.region001.gbk	246216	1430
EPIC	LK402	LK402_32.region001.gbk	245560	1500
EPIC	LK1208	LK1208_40.region001.gbk	247890	983
EPIC	LK1208	LK1208_51.region001.gbk	245560	1195
EPIC	LK1208	LK1208_50.region001.gbk	246695	843
EPIC	LK1208	LK1208_7.region001.gbk	244878	981
EPIC	LK1208	LK1208_4.region001.gbk	246216	1425
SMGC	SMGC_170	SMGC_170.c00106_NODE_32...region001.gbk	244878	620
SMGC	SMGC_170	SMGC_170.c00031_NODE_46...region001.gbk	244878	496
SMGC	SMGC_170	SMGC_170.c00051_NODE_81...region001.gbk	244878	660
SMGC	SMGC_170	SMGC_170.c00025_NODE_27...region001.gbk	247672	873
EPIC	LK1386	LK1386_39.region001.gbk	244878	570
EPIC	LK1386	LK1386_93.region001.gbk	244878	501
EPIC	LK1386	LK1386_10.region001.gbk	244878	921
EPIC	LK1386	LK1386_18.region001.gbk	244878	996
EPIC	LK1386	LK1386_54.region001.gbk	246216	1362
EPIC	LK1386	LK1386_28.region001.gbk	245560	1077
SMGC	SMGC_420	SMGC_420.c00163_NODE_13...region001.gbk	244878	479
SMGC	SMGC_454	SMGC_454.c00070_NODE_17...region001.gbk	244878	508
SMGC	SMGC_454	SMGC_454.c00055_NODE_16...region001.gbk	245666	874
SMGC	SMGC_521	SMGC_521.c00004_NODE_39...region001.gbk	244878	602
SMGC	SMGC_521	SMGC_521.c00126_NODE_28...region001.gbk	244878	600
SMGC	SMGC_521	SMGC_521.c00109_NODE_24...region001.gbk	244878	1067
SMGC	SMGC_521	SMGC_521.c00093_NODE_22...region001.gbk	246125	696
SMGC	SMGC_521	SMGC_521.c00009_NODE_60...region001.gbk	246216	1558
SMGC	SMGC_521	SMGC_521.c00008_NODE_58...region001.gbk	244926	1206
SMGC	SMGC_564	SMGC_564.c00519_NODE_54...region001.gbk	245666	586
SMGC	SMGC_564	SMGC_564.c00259_NODE_21...region001.gbk	245560	583
SMGC	SMGC_564	SMGC_564.c00125_NODE_12...region001.gbk	246216	853
SMGC	SMGC_564	SMGC_564.c00031_NODE_48...region001.gbk	244878	1121
EPIC	LK478	LK478_75.region001.gbk	244878	845
EPIC	LK478	LK478_22.region001.gbk	244878	890
EPIC	LK478	LK478_3.region001.gbk	246216	1103
EPIC	LK478	LK478_1.region001.gbk	246695	1004
EPIC	LK478	LK478_6.region001.gbk	246723	1165
EPIC	LK478	LK478_25.region001.gbk	245560	1331
EPIC	LK661	LK661_123.region001.gbk	245560	935
EPIC	LK661	LK661_46.region001.gbk	247890	913
EPIC	LK661	LK661_42.region001.gbk	244878	962
EPIC	LK661	LK661_47.region001.gbk	246216	1365
EPIC	LK661	LK661_9.region001.gbk	244878	981
SMGC	SMGC_179	SMGC_179.c00002_NODE_37...region001.gbk	246515	1204
SMGC	SMGC_15	SMGC_15.c00014_NODE_39...region001.gbk	244878	1073
SMGC	SMGC_15	SMGC_15.c00002_NODE_4_...region001.gbk	246515	1357
EPIC	LK467	LK467_8.region001.gbk	247890	906
EPIC	LK467	LK467_12.region001.gbk	244878	961
EPIC	LK467	LK467_22.region001.gbk	246216	1125
EPIC	LK467	LK467_6.region001.gbk	246695	989
EPIC	LK467	LK467_5.region001.gbk	244878	787
EPIC	LK467	LK467_48.region001.gbk	245560	1435
SMGC	SMGC_51	SMGC_51.c00018_NODE_55...region001.gbk	246216	752
SMGC	SMGC_51	SMGC_51.c00046_NODE_13...region001.gbk	245656	892
SMGC	SMGC_51	SMGC_51.c00015_NODE_47...region001.gbk	245560	819
SMGC	SMGC_59	SMGC_59.c00325_NODE_13...region001.gbk	245560	614
SMGC	SMGC_59	SMGC_59.c00281_NODE_66...region001.gbk	244878	1315
SMGC	SMGC_59	SMGC_59.c00133_NODE_18...region001.gbk	245560	809
